name,country,institution,dblp,pid,final_url,expertise
ihab ilyas,canada,u. of waterloo,https://dblp.uni-trier.de/pers/i/Ilyas:Ihab_F=.html,i-IhabFIlyas,https://dblp.uni-trier.de/pid/i/IhabFIlyas.html,3
ilaria bartolini,italy,university of bologna,https://dblp.org/pers/b/Bartolini:Ilaria.html,b-IlariaBartolini,https://dblp.org/pid/b/IlariaBartolini.html,6
immanuel trummer,united states,cornell,https://dblp.org/pers/t/Trummer:Immanuel.html,85-9079,https://dblp.org/pid/85/9079.html,4
immanuel trummer,switzerland,epfl,https://dblp.org/pers/t/Trummer:Immanuel.html,85-9079,https://dblp.org/pid/85/9079.html,2
indrajit bhattacharya,india,tcs research,https://dblp.org/pid/b/IndrajitBhattacharya.html,b-IndrajitBhattacharya,https://dblp.org/pid/b/IndrajitBhattacharya.html,8
ingemar cox,united kingdom,university college london,https://dblp.org/pers/c/Cox:Ingemar_J=.html,c-IngemarJCox,https://dblp.org/pid/c/IngemarJCox.html,6
ingo mueller,switzerland,eth zurich,https://dblp.org/pers/m/M=uuml=ller_0002:Ingo.html,76-3160-2,https://dblp.org/pid/76/3160-2.html,3
ioana manolescu,france,inria and institut polytechnique de paris,https://dblp.uni-trier.de/pers/m/Manolescu:Ioana.html,m-IoanaManolescu,https://dblp.uni-trier.de/pid/m/IoanaManolescu.html,9
ioannis demertzis,united states,ucsc,https://dblp.org/pid/181/5758.html,181-5758,https://dblp.org/pid/181/5758.html,3
ioannis konstantinou,greece,national technical university of athens,https://dblp.org/pid/83/741.html,83-741,https://dblp.org/pid/83/741.html,3
ion stoica,united states,university of berkeley,https://dblp.org/pid/s/IonStoica.html,s-IonStoica,https://dblp.org/pid/s/IonStoica.html,8
ion stoica,united states,university of berkeley,https://dblp.org/pid/s/IonStoica.html,s-IonStoica,https://dblp.org/pid/s/IonStoica.html,8
ippokratis pandis,united states,amazon,https://dblp.org/pid/p/IppokratisPandis.html,p-IppokratisPandis,https://dblp.org/pid/p/IppokratisPandis.html,6
ippokratis pandis,united states,amazon web services,https://dblp.uni-trier.de/pid/p/IppokratisPandis.html,p-IppokratisPandis,https://dblp.uni-trier.de/pid/p/IppokratisPandis.html,9
iqra altaf gillani,india,indian institute of technology delhi,https://dblp.uni-trier.de/pid/194/2827.html,194-2827,https://dblp.uni-trier.de/pid/194/2827.html,1
ira assent,denmark,university of aarhus,https://dblp.org/pers/a/Assent:Ira.html,a-IraAssent,https://dblp.org/pid/a/IraAssent.html,2
iraklis psaroudakis,united states,oracle,https://dblp.org/pers/p/Psaroudakis:Iraklis.html,133-9910,https://dblp.org/pid/133/9910.html,7
irini fundulaki,greece,"ics forth, greece",https://dblp.uni-trier.de/pers/f/Fundulaki:Irini.html,74-6086,https://dblp.uni-trier.de/pid/74/6086.html,10
isabel cruz,united states,university of illinois at chicago,https://dblp.org/pers/c/Cruz:Isabel_F=.html,c-IFCruz,https://dblp.org/pid/c/IFCruz.html,4
isak karlsson,sweden,stockholm university,https://dblp.org/pers/k/Karlsson:Isak.html,130-1705,https://dblp.org/pid/130/1705.html,2
ismail oukid,germany,snowflake computing,https://dblp.org/pers/o/Oukid:Ismail.html,135-3665,https://dblp.org/pid/135/3665.html,10
iulian sandu popa,france,"inria & david lab.,univ. of versailles saint-quentin, france",https://dblp.org/pers/p/Popa:Iulian_Sandu.html,73-6460,https://dblp.org/pid/73/6460.html,3
jaakko hollmen,finland,aalto university,https://dblp.uni-trier.de/pers/h/Hollm=eacute=n:Jaakko.html,h-JaakkoHollmen,https://dblp.uni-trier.de/pid/h/JaakkoHollmen.html,7
jae w. lee,south korea,seoul national university,https://dblp.org/pid/21/4685.html,21-4685,https://dblp.org/pid/21/4685.html,8
jae-gil lee,south korea,kaist,https://dblp.org/pers/hd/l/Lee_0001:Jae=Gil,28-3904,https://dblp.org/pid/28/3904.html,7
jaideep vaidya,united states,rutgers university,https://dblp.org/pers/v/Vaidya:Jaideep.html,61-3091,https://dblp.org/pid/61/3091.html,7
james b. wendt,united states,google,https://dblp.uni-trier.de/pers/hd/w/Wendt:James_B=,79-11278,https://dblp.uni-trier.de/pid/79/11278.html,3
james cheney,united kingdom,u edinburgh,https://dblp.org/pid/96/3253.html,96-3253,https://dblp.org/pid/96/3253.html,9
james cheng,hong kong sar,chinese university of hong kong,https://dblp.uni-trier.de/pers/c/Cheng:James.html,06-4171,https://dblp.uni-trier.de/pid/06/4171.html,2
jan toenshoff,germany,rwth,https://dblp.org/pid/249/2597.html,249-2597,https://dblp.org/pid/249/2597.html,8
jana giceva,germany,tu-munich,https://dblp.org/pers/g/Giceva:Jana.html,32-7263,https://dblp.org/pid/32/7263.html,4
jarek szlichta,canada,ontario tech,https://dblp.org/pid/06/9379.html,06-9379,https://dblp.org/pid/06/9379.html,4
jason choi,united states,emory university,https://dblp.uni-trier.de/pers/hd/c/Choi:Jason_Ingyu,245-1850,https://dblp.uni-trier.de/pid/245/1850.html,1
javier parapar,spain,"irlab, computer science dept., university of a corua",https://dblp.org/pers/p/Parapar:Javier.html,40-2161,https://dblp.org/pid/40/2161.html,1
jaydeep sen,india,ibm research ai,https://dblp.org/pid/129/8181.html,129-8181,https://dblp.org/pid/129/8181.html,10
jaydeep sen,india,ibm research ai,https://dblp.org/pid/129/8181.html,129-8181,https://dblp.org/pid/129/8181.html,5
jean-marc petit,france,liris,https://dblp.org/pid/p/JMPetit.html,p-JMPetit,https://dblp.org/pid/p/JMPetit.html,6
jees augustine,united states,micrsoft,https://dblp.org/pid/222/9741.html,222-9741,https://dblp.org/pid/222/9741.html,9
jef wijsen,belgium,university of mons,https://dblp.uni-trier.de/pers/w/Wijsen:Jef.html,w-JefWijsen,https://dblp.uni-trier.de/pid/w/JefWijsen.html,7
jeff naughton,united states,google,https://dblp.uni-trier.de/pers/n/Naughton:Jeffrey_F=.html,n-JeffreyFNaughton,https://dblp.uni-trier.de/pid/n/JeffreyFNaughton.html,3
jeffrey xu yu,hong kong sar,chinese university of hong kong,https://dblp.org/pers/y/Yu:Jeffrey_Xu.html,y-JXuYu,https://dblp.org/pid/y/JXuYu.html,9
jelle hellings,united states,university of california davis,https://dblp.org/pid/05/10671.html,05-10671,https://dblp.org/pid/05/10671.html,6
jennie rogers,united states,northwestern university,https://dblp.uni-trier.de/pers/hd/r/Rogers:Jennie,43-2286,https://dblp.uni-trier.de/pid/43/2286.html,6
jens dittrich,germany,saarland university,https://dblp.org/pers/d/Dittrich:Jens.html,d-JensPeterDittrich,https://dblp.org/pid/d/JensPeterDittrich.html,10
jens dittrich,germany,saarland university,https://dblp.org/pers/d/Dittrich:Jens.html,d-JensPeterDittrich,https://dblp.org/pid/d/JensPeterDittrich.html,4
jens teubner,germany,tu dortmund university,https://dblp.uni-trier.de/pers/t/Teubner:Jens.html,t-JensTeubner,https://dblp.uni-trier.de/pid/t/JensTeubner.html,9
jeong-hyon hwang,united states,university at albany -- state univ. of ny,https://dblp.uni-trier.de/pers/h/Hwang:Jeong=Hyon.html,97-5585,https://dblp.uni-trier.de/pid/97/5585.html,10
jeremy kepner,united states,mit,https://dblp.org/pid/25/6583.html,25-6583,https://dblp.org/pid/25/6583.html,7
jia zou,united states,asu,https://dblp.org/pid/08/4537.html,08-4537,https://dblp.org/pid/08/4537.html,7
jiafeng guo,china,institute of computing technology,https://dblp.org/pers/g/Guo:Jiafeng.html,02-146,https://dblp.org/pid/02/146.html,6
jiaheng lu,finland,university of helsinki,https://dblp.uni-trier.de/pers/l/Lu:Jiaheng.html,l-JiahengLu,https://dblp.uni-trier.de/pid/l/JiahengLu.html,6
jian pei,canada,simon fraser university,https://dblp.org/pers/p/Pei:Jian.html,315-0931,https://dblp.org/pid/315/0931.html,9
jian pei,canada,simon fraser university,https://dblp.org/pers/p/Pei:Jian.html,315-0931,https://dblp.org/pid/315/0931.html,1
jian tan,china,alibaba,https://dblp.org/pid/51/2627.html,51-2627,https://dblp.org/pid/51/2627.html,8
jian tang,canada,hec montreal & mila,https://dblp.org/pers/hd/t/Tang_0005:Jian,181-2667-5,https://dblp.org/pid/181/2667-5.html,8
jianfei yu,singapore,singapore management university,https://dblp.org/pers/y/Yu:Jianfei.html,30-9823,https://dblp.org/pid/30/9823.html,5
jianglei han,singapore,sap,https://dblp.org/pid/173/2707.html,173-2707,https://dblp.org/pid/173/2707.html,6
jianguo wang,united states,purdue university,https://dblp.uni-trier.de/pid/64/1071-1.html,64-1071-1,https://dblp.uni-trier.de/pid/64/1071-1.html,9
jianhua feng,china,tsinghua university,https://dblp.org/pid/43/6576.html,43-6576,https://dblp.org/pid/43/6576.html,6
jianliang xu,hong kong sar,hong kong baptist university,https://dblp.org/pers/x/Xu:Jianliang.html,x-JianliangXu,https://dblp.org/pid/x/JianliangXu.html,1
jianmin wang,china,"tsinghua university, china",https://dblp.org/pers/hd/w/Wang_0001:Jianmin,06-3456-1,https://dblp.org/pid/06/3456-1.html,1
jiannan wang,canada,simon fraser university,https://dblp.org/pers/w/Wang:Jiannan.html,39-7183,https://dblp.org/pid/39/7183.html,4
jianxin li,australia,deakin university,https://dblp.uni-trier.de/pid/l/JianxinLi.html,l-JianxinLi,https://dblp.uni-trier.de/pid/l/JianxinLi.html,2
jianzhong qi,australia,university of melbourne,https://dblp.org/pid/41/1074-1.html,41-1074-1,https://dblp.org/pid/41/1074-1.html,1
jinfei liu,united states,emory university,https://dblp.org/pid/89/9935.html,89-9935,https://dblp.org/pid/89/9935.html,2
jinfei liu,united states,emory university/georgia institute of technology,https://dblp.org/pid/89/9935.html,89-9935,https://dblp.org/pid/89/9935.html,1
jing gao,united states,university at buffalo,https://dblp.uni-trier.de/pers/hd/g/Gao_0004:Jing,67-4834-4,https://dblp.uni-trier.de/pid/67/4834-4.html,1
jinyang gao,china,alibaba group,https://dblp.org/pers/g/Gao:Jinyang.html,131-4047,https://dblp.org/pid/131/4047.html,5
ji-rong wen,china,renmin university,https://dblp.uni-trier.de/pers/w/Wen:Ji=Rong.html,w-JRWen,https://dblp.uni-trier.de/pid/w/JRWen.html,10
jithin vachery,india,iit madras,https://dblp.org/pid/14/10827.html,14-10827,https://dblp.org/pid/14/10827.html,5
jithin vachery,singapore,nus,https://dblp.org/pid/14/10827.html,14-10827,https://dblp.org/pid/14/10827.html,6
jiwon seo,south korea,hanyang university,https://dblp.org/pid/27/229-2.html,27-229-2,https://dblp.org/pid/27/229-2.html,6
jiyun luo,united states,pinterest,https://dblp.org/pers/l/Luo:Jiyun.html,132-7581,https://dblp.org/pid/132/7581.html,6
joao magalhaes,portugal,universidade nova de lisboa,https://dblp.uni-trier.de/pers/m/Magalh=atilde=es:Jo=atilde=o.html,08-1790,https://dblp.uni-trier.de/pid/08/1790.html,2
joao palotti,qatar,qatar computing research institute,https://dblp.uni-trier.de/pers/hd/p/Palotti:Jo=atilde=o_R=_M=,96-8654,https://dblp.uni-trier.de/pid/96/8654.html,5
jochen l. leidner,united kingdom,refinitiv labs and university of sheffield,https://dblp.uni-trier.de/pers/l/Leidner:Jochen_L=.html,67-6415,https://dblp.uni-trier.de/pid/67/6415.html,3
joel mackenzie,australia,the university of melbourne,https://dblp.uni-trier.de/pers/m/Mackenzie:Joel.html,174-0021,https://dblp.uni-trier.de/pid/174/0021.html,5
johann gamper,italy,free university of bozen-bolzano,https://dblp.org/pid/59/6952.html,59-6952,https://dblp.org/pid/59/6952.html,6
johann gamper,italy,"free university of bozen-bolzano, italy",https://dblp.org/pid/59/6952.html,59-6952,https://dblp.org/pid/59/6952.html,7
johann-christoph freytag,germany,humboldt-universitt zu berlin,https://dblp.uni-trier.de/pers/f/Freytag:Johann=Christoph.html,f-JCFreytag,https://dblp.uni-trier.de/pid/f/JCFreytag.html,10
johannes gehrke,united states,microsoft,https://dblp.org/pers/g/Gehrke:Johannes.html,g-JohannesGehrke,https://dblp.org/pid/g/JohannesGehrke.html,6
john boaz lee,united states,worcester polytechnic institute,https://dblp.org/pers/l/Lee:John_Boaz.html,63-9993,https://dblp.org/pid/63/9993.html,6
john krumm,united states,microsoft research,https://dblp.org/pid/34/5936.html,34-5936,https://dblp.org/pid/34/5936.html,9
john liagouris,united states,boston university,https://dblp.org/pid/95/9170.html,95-9170,https://dblp.org/pid/95/9170.html,9
john paparrizos,united states,university of chicago,https://dblp.org/pers/p/Paparrizos:John.html,163-0545,https://dblp.org/pid/163/0545.html,6
johns paul,singapore,nanyang technological university,https://dblp.org/pid/52/6414.html,52-6414,https://dblp.org/pid/52/6414.html,3
jonas traub,germany,technische universitu?t berlin,https://dblp.org/pers/t/Traub:Jonas.html,168-4993,https://dblp.org/pid/168/4993.html,5
jonathan goldstein,united states,microsoft,https://dblp.uni-trier.de/pers/g/Goldstein:Jonathan.html,g-JonathanGoldstein,https://dblp.uni-trier.de/pid/g/JonathanGoldstein.html,8
jorge arnulfo quiane ruiz,germany,tu berlin,https://dblp.org/pers/q/Quian=eacute==Ruiz:Jorge=Arnulfo.html,09-6353,https://dblp.org/pid/09/6353.html,3
jose faleiro,united states,microsoft,https://dblp.org/pers/f/Faleiro:Jose_M=.html,147-1195,https://dblp.org/pid/147/1195.html,3
jose macedo,brazil,universidade federal do cear,https://dblp.uni-trier.de/pers/hd/m/Mac=ecirc=do:Jos=eacute=_A=_F=_de,f-JAFernandesdeMacedo,https://dblp.uni-trier.de/pid/f/JAFernandesdeMacedo.html,4
jose martinez,united states,cornell university,https://dblp.org/pid/m/JFMartinez.html,m-JFMartinez,https://dblp.org/pid/m/JFMartinez.html,7
josep domingo-ferrer,spain,"universitat rovira i virgili, catalonia",https://dblp.uni-trier.de/pid/d/JDomingoFerrer.html,d-JDomingoFerrer,https://dblp.uni-trier.de/pid/d/JDomingoFerrer.html,2
joseph near,united states,university of vermont,https://dblp.org/pid/39/5361.html,39-5361,https://dblp.org/pid/39/5361.html,1
josiane mothe,france,"institut de recherche en informatique de toulouse, umr5505 cnrs, inspe, ut2j",https://dblp.uni-trier.de/pers/m/Mothe:Josiane.html,m-JosianeMothe,https://dblp.uni-trier.de/pid/m/JosianeMothe.html,8
joy arulraj,united states,ga tech,https://dblp.org/pid/127/3025.html,127-3025,https://dblp.org/pid/127/3025.html,1
joy arulraj,united states,georgia tech,https://dblp.org/pid/127/3025.html,127-3025,https://dblp.org/pid/127/3025.html,2
ju fan,china,renmin university of china,https://dblp.org/pers/f/Fan:Ju.html,78-4413,https://dblp.org/pid/78/4413.html,6
julia stoyanovich,united states,new york university,https://dblp.org/pid/s/JuliaStoyanovich.html,s-JuliaStoyanovich,https://dblp.org/pid/s/JuliaStoyanovich.html,5
julia stoyanovich,united states,nyu,https://dblp.org/pid/s/JuliaStoyanovich.html,s-JuliaStoyanovich,https://dblp.org/pid/s/JuliaStoyanovich.html,9
julian mcauley,united states,ucsd,https://dblp.uni-trier.de/pid/29/3483.html,29-3483,https://dblp.uni-trier.de/pid/29/3483.html,2
julian shun,united states,mit,https://dblp.org/pid/82/9876.html,82-9876,https://dblp.org/pid/82/9876.html,7
juliana freire,united states,new york university,https://dblp.org/pers/f/Freire:Juliana.html,f-JulianaFreire,https://dblp.org/pid/f/JulianaFreire.html,3
julien romero,france,"ltci, tlcom paris, institut polytechnique de paris",https://dblp.org/pers/hd/r/Romero:Julian,139-7506,https://dblp.org/pid/139/7506.html,7
jun gao,china,peking university,https://dblp.uni-trier.de/pid/82/4977-3.html,82-4977-3,https://dblp.uni-trier.de/pid/82/4977-3.html,7
jun xu,china,renmin university of china,https://dblp.org/pers/hd/x/Xu_0001:Jun,90-514-1,https://dblp.org/pid/90/514-1.html,4
jun yang,united states,duke university,https://dblp.uni-trier.de/pers/hd/y/Yang_0001:Jun,y-JunYang1,https://dblp.uni-trier.de/pid/y/JunYang1.html,6
junhao gan,australia,university of melbourne,https://dblp.org/pers/g/Gan:Junhao.html,06-11411,https://dblp.org/pid/06/11411.html,5
junhu wang,australia,"griffith university, australia",https://dblp.uni-trier.de/pers/w/Wang:Junhu.html,70-2659,https://dblp.uni-trier.de/pid/70/2659.html,1
justin levandoski,united states,google,https://dblp.org/pid/02/3658.html,02-3658,https://dblp.org/pid/02/3658.html,8
justin levandoski,united states,microsoft research,https://dblp.org/pid/02/3658.html,02-3658,https://dblp.org/pid/02/3658.html,4
jyoti leeka,united states,microsoft,https://dblp.org/pid/150/7163.html,150-7163,https://dblp.org/pid/150/7163.html,1
jyun-yu jiang,united states,"university of california, los angeles",https://dblp.org/pid/130/8167.html,130-8167,https://dblp.org/pid/130/8167.html,10
kai zeng,china,"alibaba, china",https://dblp.uni-trier.de/pers/hd/z/Zeng_0002:Kai,80-1651-2,https://dblp.uni-trier.de/pid/80/1651-2.html,7
kai zheng,china,university of electronic science and technology of china,https://dblp.org/pers/hd/z/Zheng_0001:Kai,73-3928-1,https://dblp.org/pid/73/3928-1.html,2
kaiping zheng,singapore,national university of singapore,https://dblp.org/pid/169/3246.html,169-3246,https://dblp.org/pid/169/3246.html,1
kaiqi zhao,new zealand,university of auckland,https://dblp.org/pid/127/6172-1.html,127-6172-1,https://dblp.org/pid/127/6172-1.html,6
kaiqun fu,united states,virginia tech,https://dblp.org/pers/f/Fu:Kaiqun.html,158-9207,https://dblp.org/pid/158/9207.html,7
kai-uwe sattler,germany,tu ilmenau,https://dblp.org/pid/s/KaiUweSattler.html,s-KaiUweSattler,https://dblp.org/pid/s/KaiUweSattler.html,2
kaiyu feng,singapore,ntu,https://dblp.org/pid/140/7434.html,140-7434,https://dblp.org/pid/140/7434.html,4
kalpa gunaratna,united states,samsung research,https://dblp.org/pers/g/Gunaratna:Kalpa.html,00-9080,https://dblp.org/pid/00/9080.html,1
kamalakar karlapalem,india,"cde, iiit hyderabad, india",https://dblp.org/pers/k/Karlapalem:Kamalakar.html,k-KKarlapalem,https://dblp.org/pid/k/KKarlapalem.html,1
kang liu,china,"national laboratory of pattern recognition,institute of automation, chinese academy of sciences",https://dblp.org/pers/hd/l/Liu_0001:Kang,42-4903,https://dblp.org/pid/42/4903.html,6
kangfei zhao,hong kong sar,the chinese university of hong kong,https://dblp.org/pid/169/1501.html,169-1501,https://dblp.org/pid/169/1501.html,1
karima echihabi,morocco,mohammed vi polytechnic university,https://dblp.org/pid/230/0570.html,230-0570,https://dblp.org/pid/230/0570.html,3
karima echihabi,morocco,mohammed vi polytechnic university,https://dblp.org/pid/230/0570.html,230-0570,https://dblp.org/pid/230/0570.html,1
karin murthy,united states,ibm,https://dblp.org/pers/m/Murthy:Karin.html,k-KarinKailing,https://dblp.org/pid/k/KarinKailing.html,7
karine zeitouni,france,universite de versailles-st-quentin,https://dblp.org/pid/z/KarineZeitouni.html,z-KarineZeitouni,https://dblp.org/pid/z/KarineZeitouni.html,8
karl aberer,switzerland,epfl,https://dblp.uni-trier.de/pers/a/Aberer:Karl.html,a-KarlAberer,https://dblp.uni-trier.de/pid/a/KarlAberer.html,8
karthik ramachandra,india,microsoft,https://dblp.uni-trier.de/pid/51/792-2.html,51-792-2,https://dblp.uni-trier.de/pid/51/792-2.html,6
karthik ramachandra,india,microsoft research,https://dblp.uni-trier.de/pid/51/792-2.html,51-792-2,https://dblp.uni-trier.de/pid/51/792-2.html,9
kartik talamadupula,united states,ibm research,https://dblp.org/pers/t/Talamadupula:Kartik.html,99-2497,https://dblp.org/pid/99/2497.html,6
katja hose,denmark,aalborg university,https://dblp.uni-trier.de/pers/h/Hose:Katja.html,h-KatjaHose,https://dblp.uni-trier.de/pid/h/KatjaHose.html,4
ke wang,canada,sfu,https://dblp.uni-trier.de/pers/hd/w/Wang_0001:Ke,w-KeWang,https://dblp.uni-trier.de/pid/w/KeWang.html,5
ke yang,united states,umass amherst,https://dblp.org/pid/80/4136.html,80-4136,https://dblp.org/pid/80/4136.html,6
ke yi,hong kong sar,"hong kong university of science and technology, hong kong",https://dblp.org/pid/43/1219-1.html,43-1219-1,https://dblp.org/pid/43/1219-1.html,2
kedar kulkarni,india,ibm,https://dblp.org/pid/115/6264.html,115-6264,https://dblp.org/pid/115/6264.html,8
ken barker,canada,university of calgary,https://dblp.org/pid/b/KenBarker1.html,b-KenBarker1,https://dblp.org/pid/b/KenBarker1.html,2
kenneth ross,united states,columbia university,https://dblp.org/pid/r/KARoss.html,r-KARoss,https://dblp.org/pid/r/KARoss.html,6
kenneth salem,canada,university of waterloo,https://dblp.uni-trier.de/pers/s/Salem:Kenneth.html,s-KennethSalem,https://dblp.uni-trier.de/pid/s/KennethSalem.html,4
keping bi,united states,university of massachusetts amherst,https://dblp.org/pers/b/Bi:Keping.html,56-10886,https://dblp.org/pid/56/10886.html,2
kevin chang,united states,university of illinois at urbana-champaign,https://dblp.uni-trier.de/pers/c/Chang:Kevin_Chen=Chuan.html,c-KCCChang,https://dblp.uni-trier.de/pid/c/KCCChang.html,7
kexin rong,united states,ga tech,https://dblp.org/pid/192/4560.html,192-4560,https://dblp.org/pid/192/4560.html,4
khuzaima daudjee,canada,university of waterloo,https://dblp.org/pers/d/Daudjee:Khuzaima.html,d-KhuzaimaDaudjee,https://dblp.org/pid/d/KhuzaimaDaudjee.html,2
kian-lee tan,singapore,national university of singapore,https://dblp.org/pers/t/Tan:Kian=Lee.html,t-KianLeeTan,https://dblp.org/pid/t/KianLeeTan.html,1
kiran garimella,united states,rutgers university,https://dblp.org/pid/117/4298.html,117-4298,https://dblp.org/pid/117/4298.html,10
kok-leong ong,australia,la trobe university,https://dblp.org/pid/68/6119.html,68-6119,https://dblp.org/pid/68/6119.html,2
koninika pal,germany,"max planck institute informatik, saarland informatics campus, germany",https://dblp.org/pers/p/Pal:Koninika.html,151-6417,https://dblp.org/pid/151/6417.html,9
konstantinos chatzikokolakis,france,ecole polytechnique of paris,https://dblp.org/pid/32/858.html,32-858,https://dblp.org/pid/32/858.html,3
konstantinos karanasos,united states,microsoft,https://dblp.org/pers/k/Karanasos:Konstantinos.html,59-7992,https://dblp.org/pid/59/7992.html,2
konstantinos karanasos,united states,microsoft,https://dblp.org/pers/k/Karanasos:Konstantinos.html,59-7992,https://dblp.org/pid/59/7992.html,8
lei chen,hong kong sar,hong kong university of science and technology,https://dblp.org/pid/c/LeiChen0002.html,c-LeiChen0002,https://dblp.org/pid/c/LeiChen0002.html,3
lei zou,china,peking university,https://dblp.org/pers/hd/z/Zou_0001:Lei,81-3390-1,https://dblp.org/pid/81/3390-1.html,2
leilani battle,united states,u of washington,https://dblp.org/pid/91/7584.html,91-7584,https://dblp.org/pid/91/7584.html,10
leong hou u,macao,university of macau,https://dblp.org/pers/u/U:Leong_Hou.html,38-4996,https://dblp.org/pid/38/4996.html,8
leopoldo bertossi,chile,universidad adolfo ibanez,https://dblp.org/pid/b/LEBertossi.html,b-LEBertossi,https://dblp.org/pid/b/LEBertossi.html,7
letizia tanca,italy,politecnico di milano,https://dblp.org/pers/t/Tanca:Letizia.html,t-LetiziaTanca,https://dblp.org/pid/t/LetiziaTanca.html,4
li xiong,united states,emory u,https://dblp.org/pers/hd/x/Xiong_0001:Li,39-3530-1,https://dblp.org/pid/39/3530-1.html,8
liana ermakova,france,"hcti ea-4249, universit de bretagne occidentale",https://dblp.org/pers/e/Ermakova:Liana.html,118-3677,https://dblp.org/pid/118/3677.html,5
liang chen,china,sun yat-sen university,https://dblp.uni-trier.de/pers/hd/c/Chen_0001:Liang,01-5394-1,https://dblp.uni-trier.de/pid/01/5394-1.html,5
liang pang,china,ict,https://dblp.org/pers/p/Pang:Liang.html,37-11078,https://dblp.org/pid/37/11078.html,10
liang-chih yu,taiwan,yuan ze university,https://dblp.org/pers/y/Yu:Liang=Chih.html,68-5894,https://dblp.org/pid/68/5894.html,3
lijun chang,australia,the university of sydney,https://dblp.uni-trier.de/pers/c/Chang:Lijun.html,47-179,https://dblp.uni-trier.de/pid/47/179.html,10
lili mou,canada,university of alberta,https://dblp.uni-trier.de/pers/m/Mou:Lili.html,127-0779,https://dblp.uni-trier.de/pid/127/0779.html,5
lin ma,united states,cmu,https://dblp.org/pid/74/3608-6.html,74-3608-6,https://dblp.org/pid/74/3608-6.html,10
lina yao,australia,the university of new south wales,https://dblp.org/pid/56/6651.html,56-6651,https://dblp.org/pid/56/6651.html,6
lingyang chu,canada,mcmaster university,https://dblp.org/pid/21/10575.html,21-10575,https://dblp.org/pid/21/10575.html,6
lini thomas,india,iiit hyderabad,https://dblp.org/pers/t/Thomas:Lini_T=.html,29-2701,https://dblp.org/pid/29/2701.html,3
linmei hu,china,beijing university of posts and telecommunications,https://dblp.org/pers/h/Hu:Linmei.html,141-4440,https://dblp.org/pid/141/4440.html,9
lipika dey,india,tcs innovation lab delhi,https://dblp.org/pers/d/Dey:Lipika.html,09-3737,https://dblp.org/pid/09/3737.html,7
liu yang,united states,google; university of massachusetts amherst,https://dblp.uni-trier.de/pers/hd/y/Yang_0005:Liu,27-3367-5,https://dblp.uni-trier.de/pid/27/3367-5.html,10
lorraine goeuriot,france,"univ. grenoble alpes, cnrs, grenoble inp, lig, 38000 grenoble, france",https://dblp.org/pers/g/Goeuriot:Lorraine.html,98-7136,https://dblp.org/pid/98/7136.html,6
louiqa raschid,united states,umcp,https://dblp.org/pers/r/Raschid:Louiqa.html,r-LouiqaRaschid,https://dblp.org/pid/r/LouiqaRaschid.html,6
lu chen,denmark,aalborg university,https://dblp.org/pid/69/157-1.html,69-157-1,https://dblp.org/pid/69/157-1.html,6
lu chen,denmark,"aalborg university, denmark",https://dblp.org/pid/69/157-1.html,69-157-1,https://dblp.org/pid/69/157-1.html,8
lu qin,australia,uts,https://dblp.org/pid/51/5585.html,51-5585,https://dblp.org/pid/51/5585.html,3
luc bouganim,france,inria,https://dblp.uni-trier.de/pers/b/Bouganim:Luc.html,b-LucBouganim,https://dblp.uni-trier.de/pid/b/LucBouganim.html,8
luca cagliero,italy,politecnico di torino,https://dblp.org/pid/60/7439.html,60-7439,https://dblp.org/pid/60/7439.html,7
luca soldaini,united states,amazon,https://dblp.org/pers/s/Soldaini:Luca.html,160-1741,https://dblp.org/pid/160/1741.html,5
lucas lersch,germany,amazon web services,https://dblp.org/pid/180/3171.html,180-3171,https://dblp.org/pid/180/3171.html,9
lucian popa,united states,ibm,https://dblp.org/pid/p/LucianPopa.html,p-LucianPopa,https://dblp.org/pid/p/LucianPopa.html,1
luciano barbosa,brazil,universidade federal de pernambuco,https://dblp.org/pid/80/468.html,80-468,https://dblp.org/pid/80/468.html,2
luis espinosa,spain,university of alicante,https://dblp.org/pers/hd/e/Espinosa:Luis,201-1097,https://dblp.org/pid/201/1097.html,2
lukasz golab,canada,university of waterloo,https://dblp.uni-trier.de/pers/g/Golab:Lukasz.html,42-3296,https://dblp.uni-trier.de/pid/42/3296.html,1
luna dong,united states,amazon.com,https://dblp.uni-trier.de/pers/d/Dong_0001:Xin.html,d-XinLunaDong,https://dblp.uni-trier.de/pid/d/XinLunaDong.html,1
luo mai,united kingdom,imperial college,https://dblp.org/pid/81/10470.html,81-10470,https://dblp.org/pid/81/10470.html,8
luo mai,united kingdom,university of edinburgh,https://dblp.org/pid/81/10470.html,81-10470,https://dblp.org/pid/81/10470.html,6
lyublena antova,united states,datometry,https://dblp.org/pers/a/Antova:Lyublena.html,a-LyublenaAntova,https://dblp.org/pid/a/LyublenaAntova.html,2
madhulika mohanty,india,iit delhi,https://dblp.org/pid/200/8759.html,200-8759,https://dblp.org/pid/200/8759.html,10
madhulika mohanty,france,inria saclay,https://dblp.org/pid/200/8759.html,200-8759,https://dblp.org/pid/200/8759.html,7
magdalena balazinska,united states,u. washington,https://dblp.org/pers/b/Balazinska:Magdalena.html,b-MagdalenaBalazinska,https://dblp.org/pid/b/MagdalenaBalazinska.html,6
mahardhika pratama,singapore,nanyang technological university,https://dblp.org/pers/p/Pratama:Mahardhika.html,55-9613,https://dblp.org/pid/55/9613.html,7
